0.392: [GC 0.392: [ParNew: 1984K->320K(2304K), 0.0075019 secs] 1984K->524K(7616K), 0.0075748 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
11.591: [GC 11.591: [ParNew: 3311K->435K(3904K), 0.0008838 secs] 10627K->7751K(12552K), 0.0009451 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.595: [GC 11.595: [ParNew: 3793K->360K(3904K), 0.0008017 secs] 11109K->7750K(12552K), 0.0008625 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.597: [GC 11.597: [ParNew: 3722K->264K(3904K), 0.0005187 secs] 11111K->7654K(12552K), 0.0005636 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.600: [GC 11.600: [ParNew: 3584K->79K(3904K), 0.0009435 secs] 10974K->7577K(12552K), 0.0009937 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.604: [GC 11.605: [ParNew: 3462K->239K(3904K), 0.0032504 secs] 10960K->7737K(12552K), 0.0033101 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.610: [GC 11.610: [ParNew: 3613K->324K(3904K), 0.0009434 secs] 11110K->7821K(12552K), 0.0010049 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.615: [GC 11.615: [ParNew: 3692K->330K(3904K), 0.0014884 secs] 11189K->7935K(12552K), 0.0015519 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.619: [GC 11.619: [ParNew: 3700K->277K(3904K), 0.0008545 secs] 11305K->7882K(12552K), 0.0009127 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.626: [GC 11.626: [ParNew: 3616K->222K(3904K), 0.0011093 secs] 11221K->8070K(12552K), 0.0011662 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
11.630: [GC 11.630: [ParNew: 3564K->421K(3904K), 0.0015896 secs] 11412K->8269K(12552K), 0.0016605 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.635: [GC 11.635: [ParNew: 3757K->183K(3904K), 0.0027515 secs] 11605K->8275K(12552K), 0.0028176 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.640: [GC 11.640: [ParNew: 3548K->497K(3904K), 0.0007193 secs] 11640K->8652K(12552K), 0.0007919 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.648: [GC 11.648: [ParNew: 3889K->264K(3904K), 0.0017881 secs] 12044K->8831K(12552K), 0.0018550 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
11.655: [GC 11.655: [ParNew: 3653K->275K(3904K), 0.0014223 secs] 12219K->8857K(12552K), 0.0014766 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.659: [GC 11.659: [ParNew: 3665K->281K(3904K), 0.0006065 secs] 12247K->8871K(12552K), 0.0006562 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.662: [GC 11.662: [ParNew: 3654K->93K(3904K), 0.0006753 secs] 12244K->8683K(12552K), 0.0007188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.665: [GC 11.665: [ParNew: 3445K->167K(3904K), 0.0006307 secs] 12036K->8757K(12552K), 0.0006846 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.668: [GC 11.668: [ParNew: 3491K->97K(3904K), 0.0006280 secs] 12081K->8687K(12552K), 0.0006784 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.672: [GC 11.672: [ParNew: 3428K->406K(3904K), 0.0007451 secs] 12019K->8997K(12552K), 0.0007966 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.675: [GC 11.675: [ParNew: 3782K->402K(3904K), 0.0012156 secs]11.676: [Tenured: 8673K->6751K(8840K), 0.1268332 secs] 12373K->6751K(12744K), [Perm : 10729K->10675K(21248K)], 0.1281985 secs] [Times: user=0.17 sys=0.02, real=0.13 secs] 
11.810: [GC 11.810: [ParNew: 4186K->279K(4992K), 0.0039424 secs] 10937K->7030K(16248K), 0.0040022 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.817: [GC 11.817: [ParNew: 4558K->591K(4992K), 0.0024774 secs] 11309K->7343K(16248K), 0.0025472 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.826: [GC 11.826: [ParNew: 4865K->166K(4992K), 0.0012242 secs] 11617K->7451K(16248K), 0.0013037 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.830: [GC 11.830: [ParNew: 4446K->119K(4992K), 0.0005256 secs] 11732K->7404K(16248K), 0.0005749 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.836: [GC 11.836: [ParNew: 4407K->291K(4992K), 0.0008406 secs] 11692K->7576K(16248K), 0.0008936 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.840: [GC 11.840: [ParNew: 4575K->300K(4992K), 0.0006289 secs] 11860K->7585K(16248K), 0.0006697 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.845: [GC 11.845: [ParNew: 4588K->615K(4992K), 0.0018709 secs] 11873K->7900K(16248K), 0.0019486 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
11.854: [GC 11.854: [ParNew: 4903K->530K(4992K), 0.0013156 secs] 12188K->7998K(16248K), 0.0013739 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
11.865: [GC 11.865: [ParNew: 4818K->218K(4992K), 0.0023068 secs] 12286K->8206K(16248K), 0.0023744 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
11.876: [GC 11.876: [ParNew: 4504K->405K(4992K), 0.0007165 secs] 12492K->8393K(16248K), 0.0007761 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.881: [GC 11.881: [ParNew: 4693K->233K(4992K), 0.0007587 secs] 12681K->8414K(16248K), 0.0008042 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.885: [GC 11.885: [ParNew: 4499K->558K(4992K), 0.0021516 secs] 12680K->8739K(16248K), 0.0022068 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.891: [GC 11.891: [ParNew: 4846K->457K(4992K), 0.0009843 secs] 13027K->8815K(16248K), 0.0010444 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.895: [GC 11.895: [ParNew: 4741K->243K(4992K), 0.0010415 secs] 13098K->8908K(16248K), 0.0011140 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.899: [GC 11.899: [ParNew: 4530K->272K(4992K), 0.0007185 secs] 13196K->8937K(16248K), 0.0007615 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.905: [GC 11.905: [ParNew: 4540K->381K(4992K), 0.0006708 secs] 13205K->9047K(16248K), 0.0007188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.908: [GC 11.909: [ParNew: 4641K->367K(4992K), 0.0010856 secs] 13306K->9132K(16248K), 0.0011312 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.912: [GC 11.912: [ParNew: 4647K->374K(4992K), 0.0012310 secs] 13412K->9216K(16248K), 0.0013070 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.916: [GC 11.916: [ParNew: 4649K->519K(4992K), 0.0012332 secs] 13491K->9443K(16248K), 0.0012870 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.919: [GC 11.919: [ParNew: 4791K->314K(4992K), 0.0008529 secs] 13715K->9390K(16248K), 0.0008994 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
11.923: [GC 11.923: [ParNew: 4596K->318K(4992K), 0.0006933 secs] 13672K->9394K(16248K), 0.0007531 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.926: [GC 11.926: [ParNew: 4590K->406K(4992K), 0.0007807 secs] 13667K->9483K(16248K), 0.0008342 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.929: [GC 11.930: [ParNew: 4681K->445K(4992K), 0.0012780 secs] 13757K->9765K(16248K), 0.0013500 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.933: [GC 11.933: [ParNew: 4707K->87K(4992K), 0.0011129 secs] 14026K->9721K(16248K), 0.0011732 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.937: [GC 11.937: [ParNew: 4366K->234K(4992K), 0.0013570 secs] 14000K->9868K(16248K), 0.0014242 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.940: [GC 11.940: [ParNew: 4494K->369K(4992K), 0.0006688 secs] 14128K->10003K(16248K), 0.0007135 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.943: [GC 11.943: [ParNew: 4644K->337K(4992K), 0.0008199 secs] 14278K->10008K(16248K), 0.0008629 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.947: [GC 11.947: [ParNew: 4607K->364K(4992K), 0.0006645 secs] 14278K->10035K(16248K), 0.0007683 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
11.950: [GC 11.950: [ParNew: 4642K->183K(4992K), 0.0008346 secs] 14313K->9984K(16248K), 0.0008760 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.953: [GC 11.953: [ParNew: 4459K->312K(4992K), 0.0005886 secs] 14260K->10113K(16248K), 0.0006311 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
11.956: [GC 11.956: [ParNew: 4580K->433K(4992K), 0.0009773 secs] 14381K->10234K(16248K), 0.0010269 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.961: [GC 11.961: [ParNew: 4721K->487K(4992K), 0.0010135 secs] 14522K->10295K(16248K), 0.0011074 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.965: [GC 11.965: [ParNew: 4740K->458K(4992K), 0.0009880 secs] 14549K->10422K(16248K), 0.0010639 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.969: [GC 11.969: [ParNew: 4742K->91K(4992K), 0.0007914 secs] 14706K->10255K(16248K), 0.0008387 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.972: [GC 11.972: [ParNew: 4347K->250K(4992K), 0.0022128 secs] 14511K->10414K(16248K), 0.0022807 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.978: [GC 11.978: [ParNew: 4500K->593K(4992K), 0.0018341 secs] 14664K->10756K(16248K), 0.0018986 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.982: [GC 11.982: [ParNew: 4851K->329K(4992K), 0.0016232 secs] 15015K->10926K(16248K), 0.0016849 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
11.986: [GC 11.987: [ParNew: 4609K->503K(4992K), 0.0016649 secs] 15206K->11099K(16248K), 0.0017229 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.992: [GC 11.992: [ParNew: 4791K->539K(4992K), 0.0009064 secs] 15387K->11136K(16248K), 0.0009804 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.996: [GC 11.996: [ParNew: 4813K->628K(4992K), 0.0015467 secs] 15410K->11570K(16248K), 0.0016124 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
12.002: [GC 12.002: [ParNew: 4882K->196K(4992K), 0.0009219 secs] 15824K->11376K(16248K), 0.0009673 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.005: [GC 12.005: [ParNew: 4470K->403K(4992K), 0.0006897 secs] 15650K->11583K(16248K), 0.0007370 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.008: [GC 12.008: [ParNew: 4680K->224K(4992K), 0.0009052 secs]12.009: [Tenured: 11421K->7456K(11448K), 0.0679043 secs] 15860K->7456K(16440K), [Perm : 10677K->10677K(21248K)], 0.0689327 secs] [Times: user=0.07 sys=0.00, real=0.07 secs] 
12.081: [GC 12.081: [ParNew: 4754K->486K(5568K), 0.0014207 secs] 12210K->7942K(17996K), 0.0014880 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.087: [GC 12.087: [ParNew: 5259K->449K(5568K), 0.0012816 secs] 12715K->8134K(17996K), 0.0014806 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
12.091: [GC 12.091: [ParNew: 5236K->189K(5568K), 0.0008917 secs] 12920K->8210K(17996K), 0.0009454 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.094: [GC 12.095: [ParNew: 4951K->623K(5568K), 0.0010917 secs] 12972K->8644K(17996K), 0.0011547 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.098: [GC 12.098: [ParNew: 5399K->210K(5568K), 0.0011979 secs] 13420K->8751K(17996K), 0.0013309 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.103: [GC 12.104: [ParNew: 4955K->319K(5568K), 0.0006627 secs] 13496K->8860K(17996K), 0.0007235 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.108: [GC 12.108: [ParNew: 5103K->410K(5568K), 0.0008938 secs] 13644K->8951K(17996K), 0.0009592 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.113: [GC 12.114: [ParNew: 5210K->482K(5568K), 0.0019312 secs] 13751K->9223K(17996K), 0.0020141 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.120: [GC 12.120: [ParNew: 5255K->316K(5568K), 0.0010443 secs] 13996K->9413K(17996K), 0.0011025 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.124: [GC 12.124: [ParNew: 5114K->445K(5568K), 0.0007352 secs] 14211K->9542K(17996K), 0.0007817 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.129: [GC 12.129: [ParNew: 5214K->316K(5568K), 0.0007529 secs] 14311K->9489K(17996K), 0.0008307 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.133: [GC 12.133: [ParNew: 5116K->577K(5568K), 0.0012469 secs] 14289K->9750K(17996K), 0.0013137 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.139: [GC 12.139: [ParNew: 5377K->267K(5568K), 0.0009750 secs] 14550K->9639K(17996K), 0.0010289 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.148: [GC 12.148: [ParNew: 5031K->684K(5568K), 0.0009216 secs] 14403K->10056K(17996K), 0.0009754 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.152: [GC 12.152: [ParNew: 5484K->275K(5568K), 0.0015499 secs] 14856K->10287K(17996K), 0.0016166 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.158: [GC 12.159: [ParNew: 4975K->242K(5568K), 0.0006070 secs] 14987K->10253K(17996K), 0.0006792 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.164: [GC 12.164: [ParNew: 5042K->424K(5568K), 0.0007180 secs] 15053K->10436K(17996K), 0.0007644 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.167: [GC 12.167: [ParNew: 5211K->380K(5568K), 0.0007449 secs] 15222K->10469K(17996K), 0.0007975 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
12.170: [GC 12.170: [ParNew: 5161K->375K(5568K), 0.0008872 secs] 15250K->10464K(17996K), 0.0009393 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.173: [GC 12.173: [ParNew: 5094K->459K(5568K), 0.0008221 secs] 15183K->10548K(17996K), 0.0008756 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.177: [GC 12.177: [ParNew: 5248K->759K(5568K), 0.0016262 secs] 15337K->11291K(17996K), 0.0017113 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
12.183: [GC 12.183: [ParNew: 5558K->461K(5568K), 0.0011357 secs] 16090K->11516K(17996K), 0.0012149 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.188: [GC 12.188: [ParNew: 5239K->194K(5568K), 0.0008900 secs] 16294K->11468K(17996K), 0.0009487 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.192: [GC 12.192: [ParNew: 4975K->531K(5568K), 0.0010889 secs] 16249K->11805K(17996K), 0.0011447 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.195: [GC 12.195: [ParNew: 5262K->367K(5568K), 0.0013799 secs] 16536K->12016K(17996K), 0.0014472 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.199: [GC 12.199: [ParNew: 5121K->754K(5568K), 0.0016197 secs] 16770K->12673K(17996K), 0.0016867 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.204: [GC 12.205: [ParNew: 5537K->476K(5568K), 0.0015212 secs] 17456K->12811K(17996K), 0.0016027 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.210: [GC 12.210: [ParNew: 5261K->538K(5568K), 0.0008637 secs] 17596K->12873K(17996K), 0.0009710 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.213: [GC 12.213: [ParNew: 5303K->207K(5568K), 0.0009432 secs]12.214: [Tenured: 12529K->7770K(12620K), 0.0702746 secs] 17638K->7770K(18188K), [Perm : 10677K->10677K(21248K)], 0.0713291 secs] [Times: user=0.06 sys=0.00, real=0.07 secs] 
12.291: [GC 12.292: [ParNew: 4964K->491K(5824K), 0.0008083 secs] 12734K->8262K(18776K), 0.0008926 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.295: [GC 12.295: [ParNew: 5463K->301K(5824K), 0.0009086 secs] 13234K->8293K(18776K), 0.0009708 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.300: [GC 12.300: [ParNew: 5357K->700K(5824K), 0.0011739 secs] 13349K->8693K(18776K), 0.0012278 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.304: [GC 12.304: [ParNew: 5738K->110K(5824K), 0.0011255 secs] 13730K->8582K(18776K), 0.0011881 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.310: [GC 12.310: [ParNew: 5165K->200K(5824K), 0.0011733 secs] 13637K->8673K(18776K), 0.0012358 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.314: [GC 12.314: [ParNew: 5255K->520K(5824K), 0.0011731 secs] 13727K->8993K(18776K), 0.0012271 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.321: [GC 12.321: [ParNew: 5576K->375K(5824K), 0.0008566 secs] 14049K->9041K(18776K), 0.0009081 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.325: [GC 12.325: [ParNew: 5405K->658K(5824K), 0.0010048 secs] 14071K->9324K(18776K), 0.0010631 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.333: [GC 12.333: [ParNew: 5695K->603K(5824K), 0.0018026 secs] 14361K->9646K(18776K), 0.0018724 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.340: [GC 12.340: [ParNew: 5657K->479K(5824K), 0.0014445 secs] 14700K->10122K(18776K), 0.0015184 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.344: [GC 12.344: [ParNew: 5535K->153K(5824K), 0.0015050 secs] 15178K->10222K(18776K), 0.0015615 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.349: [GC 12.349: [ParNew: 5207K->233K(5824K), 0.0006451 secs] 15276K->10302K(18776K), 0.0006912 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.353: [GC 12.353: [ParNew: 5229K->317K(5824K), 0.0006580 secs] 15298K->10386K(18776K), 0.0007052 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.358: [GC 12.358: [ParNew: 5313K->328K(5824K), 0.0007043 secs] 15382K->10397K(18776K), 0.0007500 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.361: [GC 12.361: [ParNew: 5378K->208K(5824K), 0.0007260 secs] 15447K->10277K(18776K), 0.0008830 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.365: [GC 12.365: [ParNew: 5260K->753K(5824K), 0.0010272 secs] 15329K->10904K(18776K), 0.0010877 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.369: [GC 12.369: [ParNew: 5805K->282K(5824K), 0.0011604 secs] 15955K->10874K(18776K), 0.0012206 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.373: [GC 12.373: [ParNew: 5325K->588K(5824K), 0.0009636 secs] 15916K->11179K(18776K), 0.0010176 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.377: [GC 12.377: [ParNew: 5634K->313K(5824K), 0.0010070 secs] 16225K->11136K(18776K), 0.0010623 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
12.380: [GC 12.381: [ParNew: 5351K->364K(5824K), 0.0009782 secs] 16173K->11186K(18776K), 0.0010287 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.385: [GC 12.385: [ParNew: 5386K->767K(5824K), 0.0015653 secs] 16208K->11883K(18776K), 0.0016501 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.390: [GC 12.391: [ParNew: 5804K->159K(5824K), 0.0010167 secs] 16920K->11808K(18776K), 0.0010748 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.395: [GC 12.396: [ParNew: 5199K->595K(5824K), 0.0021462 secs] 16848K->12244K(18776K), 0.0022208 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
12.403: [GC 12.403: [ParNew: 5631K->428K(5824K), 0.0012066 secs] 17280K->12506K(18776K), 0.0012698 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.406: [GC 12.406: [ParNew: 5424K->395K(5824K), 0.0011167 secs] 17502K->12752K(18776K), 0.0011804 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
12.410: [GC 12.411: [ParNew: 5435K->729K(5824K), 0.0013346 secs] 17793K->13323K(18776K), 0.0014380 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.417: [GC 12.417: [ParNew: 5785K->338K(5824K), 0.0024120 secs]12.420: [Tenured: 13236K->7880K(13336K), 0.0696284 secs] 18379K->7880K(19160K), [Perm : 10678K->10678K(21248K)], 0.0722492 secs] [Times: user=0.07 sys=0.00, real=0.08 secs] 
12.493: [GC 12.493: [ParNew: 4956K->571K(5824K), 0.0010594 secs] 12836K->8451K(18960K), 0.0011150 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.498: [GC 12.498: [ParNew: 5519K->246K(5824K), 0.0013123 secs] 13399K->8647K(18960K), 0.0013749 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.502: [GC 12.502: [ParNew: 5215K->335K(5824K), 0.0010154 secs] 13617K->8737K(18960K), 0.0010854 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.506: [GC 12.506: [ParNew: 5311K->399K(5824K), 0.0007903 secs] 13712K->8801K(18960K), 0.0008431 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.510: [GC 12.510: [ParNew: 5391K->529K(5824K), 0.0010425 secs] 13793K->8930K(18960K), 0.0010923 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.513: [GC 12.513: [ParNew: 5504K->446K(5824K), 0.0008851 secs] 13905K->8912K(18960K), 0.0009362 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.517: [GC 12.517: [ParNew: 5412K->799K(5824K), 0.0016558 secs] 13878K->9355K(18960K), 0.0017433 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
12.521: [GC 12.521: [ParNew: 5764K->497K(5824K), 0.0015180 secs] 14320K->9779K(18960K), 0.0015914 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.526: [GC 12.526: [ParNew: 5460K->173K(5824K), 0.0010662 secs] 14743K->9875K(18960K), 0.0011240 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.530: [GC 12.530: [ParNew: 5154K->266K(5824K), 0.0006268 secs] 14856K->9968K(18960K), 0.0006729 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.534: [GC 12.534: [ParNew: 5255K->807K(5824K), 0.0045155 secs] 14957K->10658K(18960K), 0.0046166 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
12.542: [GC 12.542: [ParNew: 5756K->404K(5824K), 0.0016136 secs] 15607K->10873K(18960K), 0.0016882 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.547: [GC 12.547: [ParNew: 5390K->793K(5824K), 0.0011452 secs] 15859K->11262K(18960K), 0.0012414 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
12.554: [GC 12.554: [ParNew: 5757K->348K(5824K), 0.0015368 secs] 16226K->11599K(18960K), 0.0016181 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.559: [GC 12.559: [ParNew: 5337K->421K(5824K), 0.0011391 secs] 16588K->11672K(18960K), 0.0011975 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.562: [GC 12.563: [ParNew: 5405K->280K(5824K), 0.0013670 secs] 16655K->11743K(18960K), 0.0014386 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.566: [GC 12.566: [ParNew: 5246K->681K(5824K), 0.0009688 secs] 16709K->12143K(18960K), 0.0010291 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.572: [GC 12.572: [ParNew: 5604K->509K(5824K), 0.0014246 secs] 17067K->12529K(18960K), 0.0014952 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.580: [GC 12.580: [ParNew: 5484K->259K(5824K), 0.0010515 secs] 17505K->12699K(18960K), 0.0011260 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.584: [GC 12.584: [ParNew: 5251K->176K(5824K), 0.0007780 secs] 17691K->12616K(18960K), 0.0008423 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.589: [GC 12.590: [ParNew: 5109K->706K(5824K), 0.0009478 secs] 17549K->13145K(18960K), 0.0010216 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.593: [GC 12.593: [ParNew: 5665K->517K(5824K), 0.0013588 secs] 18105K->13535K(18960K), 0.0014373 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.609: [GC 12.610: [ParNew: 5509K->323K(5824K), 0.0013009 secs]12.611: [Tenured: 13333K->7819K(13520K), 0.0771580 secs] 18527K->7819K(19344K), [Perm : 10678K->10678K(21248K)], 0.0787208 secs] [Times: user=0.08 sys=0.00, real=0.08 secs] 
12.694: [GC 12.695: [ParNew: 5054K->64K(5888K), 0.0006269 secs] 12873K->7883K(19024K), 0.0006689 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.702: [GC 12.702: [ParNew: 5120K->361K(5888K), 0.0012392 secs] 12939K->8180K(19024K), 0.0013028 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.709: [GC 12.709: [ParNew: 5385K->376K(5888K), 0.0019921 secs] 13204K->8195K(19024K), 0.0020595 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.718: [GC 12.718: [ParNew: 5428K->349K(5888K), 0.0035152 secs] 13248K->8169K(19024K), 0.0035827 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.732: [GC 12.732: [ParNew: 5346K->632K(5888K), 0.0011334 secs] 13165K->8451K(19024K), 0.0011992 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.737: [GC 12.737: [ParNew: 5688K->518K(5888K), 0.0024865 secs] 13507K->8656K(19024K), 0.0025637 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
